GMLID;Localisation;ORGANISME;RelevantEmissions;typologie
SPO-FR18019_5012;Nogent sur Oise;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR18035_5029;Salouel;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR18035_38;Salouel;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR18035_8;Salouel;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR18035_9;Salouel;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR18035_7;Salouel;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR18035_5;Salouel;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR18035_5;Salouel;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR18035_5;Salouel;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR18035_5;Salouel;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR18036_7;Beaumont Beauvais;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR18039_7;Arrest;ATMO HAUTS DE FRANCE;Fond;rural regional
SPO-FR18039_5;Arrest;ATMO HAUTS DE FRANCE;Fond;rural regional
SPO-FR18039_5;Arrest;ATMO HAUTS DE FRANCE;Fond;rural regional
SPO-FR18039_5;Arrest;ATMO HAUTS DE FRANCE;Fond;rural regional
SPO-FR18039_5;Arrest;ATMO HAUTS DE FRANCE;Fond;rural regional
SPO-FR18039_6001;Arrest;ATMO HAUTS DE FRANCE;Fond;rural regional
SPO-FR18040_7;Hirson;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR18042_5018;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_5018;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_5029;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_5014;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_5014;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_38;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_8;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_9;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_5015;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_5015;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_7;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_5;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_5;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_5;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_5;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_6001;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_6001;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_5012;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18042_5012;P. Roth St Quentin;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5018;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5018;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5018;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_10;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_10;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5014;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5014;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5014;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_38;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_8;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_9;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5015;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5015;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5015;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_7;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_6001;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_6001;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_6001;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_6001;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5012;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5012;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18043_5012;Faiencerie Creil;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18045_7;Roye;ATMO HAUTS DE FRANCE;Fond;rural prés de ville
SPO-FR18045_6001;Roye;ATMO HAUTS DE FRANCE;Fond;rural prés de ville
SPO-FR18048_5012;CROUY;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR18049_38;Ville de Chauny;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18049_8;Ville de Chauny;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18049_7;Ville de Chauny;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18049_5;Ville de Chauny;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18049_5;Ville de Chauny;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_5018;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_5018;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_5018;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_5014;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_5014;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_5014;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_38;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_8;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_9;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_5015;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_5015;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_5015;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_7;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_5;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_6001;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_6001;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_6001;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_6001;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_6001;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_5012;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_5012;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18053_5012;St Pierre Amiens;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR18054_7;Hirson site 2;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR18055_20;Creil République;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18055_20;Creil République;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18057_38;Neuilly-Saint-Front;ATMO HAUTS DE FRANCE;Fond;rural regional
SPO-FR18057_8;Neuilly-Saint-Front;ATMO HAUTS DE FRANCE;Fond;rural regional
SPO-FR18057_9;Neuilly-Saint-Front;ATMO HAUTS DE FRANCE;Fond;rural regional
SPO-FR18057_7;Neuilly-Saint-Front;ATMO HAUTS DE FRANCE;Fond;rural regional
SPO-FR18057_5;Neuilly-Saint-Front;ATMO HAUTS DE FRANCE;Fond;rural regional
SPO-FR18057_6001;Neuilly-Saint-Front;ATMO HAUTS DE FRANCE;Fond;rural regional
SPO-FR18079_5029;TRAFIC AMIENS;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18079_5029;TRAFIC AMIENS;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18079_20;TRAFIC AMIENS;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18079_20;TRAFIC AMIENS;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18079_20;TRAFIC AMIENS;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18079_38;TRAFIC AMIENS;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18079_8;TRAFIC AMIENS;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18079_5;TRAFIC AMIENS;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18079_6001;TRAFIC AMIENS;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18080_5029;TRAF Saint Quent 14;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18080_5029;TRAF Saint Quent 14;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18080_5029;TRAF Saint Quent 14;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18080_20;TRAF Saint Quent 14;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18080_20;TRAF Saint Quent 14;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18080_20;TRAF Saint Quent 14;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18080_38;TRAF Saint Quent 14;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18080_8;TRAF Saint Quent 14;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18080_6001;TRAF Saint Quent 14;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18089_20;Trafic Beauvais 1;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18089_20;Trafic Beauvais 1;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18089_38;Trafic Beauvais 1;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18089_8;Trafic Beauvais 1;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18089_9;Trafic Beauvais 1;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18089_5;Trafic Beauvais 1;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR18089_6001;Trafic Beauvais 1;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR19002_5018;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_5029;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_5014;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_38;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_38;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_8;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_8;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_9;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_5015;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_5;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_5;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_5;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_5;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_5;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_6001;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_6001;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_6001;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19002_5012;Rennes Laennec;AIR BREIZH;Trafic;Urbaine
SPO-FR19005_20;Rennes Triangle;AIR BREIZH;Fond;Urbaine
SPO-FR19005_5;Rennes Triangle;AIR BREIZH;Fond;Urbaine
SPO-FR19005_1;Rennes Triangle;AIR BREIZH;Fond;Urbaine
SPO-FR19007_20;Rennes Les Halles;AIR BREIZH;Trafic;Urbaine
SPO-FR19007_10;Rennes Les Halles;AIR BREIZH;Trafic;Urbaine
SPO-FR19007_38;Rennes Les Halles;AIR BREIZH;Trafic;Urbaine
SPO-FR19007_38;Rennes Les Halles;AIR BREIZH;Trafic;Urbaine
SPO-FR19007_8;Rennes Les Halles;AIR BREIZH;Trafic;Urbaine
SPO-FR19007_8;Rennes Les Halles;AIR BREIZH;Trafic;Urbaine
SPO-FR19007_9;Rennes Les Halles;AIR BREIZH;Trafic;Urbaine
SPO-FR19008_7018;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_5018;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_7029;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_5029;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_611;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_5610;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_618;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_5617;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_760;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_5759;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_627;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_5626;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_1629;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_7014;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_5014;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_1631;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_7419;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_5419;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_1771;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_656;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_5655;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_1657;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_1659;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_1045;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_38;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_38;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_8;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_8;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_1046;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_1668;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_7015;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_5015;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_7;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_7;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_1772;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_5;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_5;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_5;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_5;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_6001;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_6001;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_6001;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_6001;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_7012;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_5012;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19008_1047;Serv Tech Guipry;AIR BREIZH;Fond;rural-remote
SPO-FR19010_38;Rennes St-Yves;AIR BREIZH;Fond;Urbaine
SPO-FR19010_38;Rennes St-Yves;AIR BREIZH;Fond;Urbaine
SPO-FR19010_8;Rennes St-Yves;AIR BREIZH;Fond;Urbaine
SPO-FR19010_8;Rennes St-Yves;AIR BREIZH;Fond;Urbaine
SPO-FR19010_9;Rennes St-Yves;AIR BREIZH;Fond;Urbaine
SPO-FR19010_7;Rennes St-Yves;AIR BREIZH;Fond;Urbaine
SPO-FR19010_7;Rennes St-Yves;AIR BREIZH;Fond;Urbaine
SPO-FR19012_38;Brest Mace;AIR BREIZH;Fond;Urbaine
SPO-FR19012_38;Brest Mace;AIR BREIZH;Fond;Urbaine
SPO-FR19012_8;Brest Mace;AIR BREIZH;Fond;Urbaine
SPO-FR19012_8;Brest Mace;AIR BREIZH;Fond;Urbaine
SPO-FR19012_9;Brest Mace;AIR BREIZH;Fond;Urbaine
SPO-FR19012_7;Brest Mace;AIR BREIZH;Fond;Urbaine
SPO-FR19012_7;Brest Mace;AIR BREIZH;Fond;Urbaine
SPO-FR19012_5;Brest Mace;AIR BREIZH;Fond;Urbaine
SPO-FR19012_5;Brest Mace;AIR BREIZH;Fond;Urbaine
SPO-FR19012_5;Brest Mace;AIR BREIZH;Fond;Urbaine
SPO-FR19012_6001;Brest Mace;AIR BREIZH;Fond;Urbaine
SPO-FR19012_6001;Brest Mace;AIR BREIZH;Fond;Urbaine
SPO-FR19012_6001;Brest Mace;AIR BREIZH;Fond;Urbaine
SPO-FR19012_1;Brest Mace;AIR BREIZH;Fond;Urbaine
SPO-FR19014_10;Brest Desmoulins;AIR BREIZH;Trafic;Urbaine
SPO-FR19014_38;Brest Desmoulins;AIR BREIZH;Trafic;Urbaine
SPO-FR19014_38;Brest Desmoulins;AIR BREIZH;Trafic;Urbaine
SPO-FR19014_8;Brest Desmoulins;AIR BREIZH;Trafic;Urbaine
SPO-FR19014_8;Brest Desmoulins;AIR BREIZH;Trafic;Urbaine
SPO-FR19014_9;Brest Desmoulins;AIR BREIZH;Trafic;Urbaine
SPO-FR19014_5;Brest Desmoulins;AIR BREIZH;Trafic;Urbaine
SPO-FR19014_5;Brest Desmoulins;AIR BREIZH;Trafic;Urbaine
SPO-FR19014_5;Brest Desmoulins;AIR BREIZH;Trafic;Urbaine
SPO-FR19014_6001;Brest Desmoulins;AIR BREIZH;Trafic;Urbaine
SPO-FR19015_38;Brest Pen ar Streat;AIR BREIZH;Fond;Urbaine
SPO-FR19015_8;Brest Pen ar Streat;AIR BREIZH;Fond;Urbaine
SPO-FR19015_7;Brest Pen ar Streat;AIR BREIZH;Fond;Urbaine
SPO-FR19016_7;BREST Plouzané;AIR BREIZH;Fond;périurbaine
SPO-FR19016_7;BREST Plouzané;AIR BREIZH;Fond;périurbaine
SPO-FR19017_5018;Rennes Pays-Bas;AIR BREIZH;Fond;Urbaine
SPO-FR19017_5029;Rennes Pays-Bas;AIR BREIZH;Fond;Urbaine
SPO-FR19017_20;Rennes Pays-Bas;AIR BREIZH;Fond;Urbaine
SPO-FR19017_5014;Rennes Pays-Bas;AIR BREIZH;Fond;Urbaine
SPO-FR19017_5015;Rennes Pays-Bas;AIR BREIZH;Fond;Urbaine
SPO-FR19017_7;Rennes Pays-Bas;AIR BREIZH;Fond;Urbaine
SPO-FR19017_5;Rennes Pays-Bas;AIR BREIZH;Fond;Urbaine
SPO-FR19017_5;Rennes Pays-Bas;AIR BREIZH;Fond;Urbaine
SPO-FR19017_6001;Rennes Pays-Bas;AIR BREIZH;Fond;Urbaine
SPO-FR19017_6001;Rennes Pays-Bas;AIR BREIZH;Fond;Urbaine
SPO-FR19017_6001;Rennes Pays-Bas;AIR BREIZH;Fond;Urbaine
SPO-FR19017_6001;Rennes Pays-Bas;AIR BREIZH;Fond;Urbaine
SPO-FR19017_5012;Rennes Pays-Bas;AIR BREIZH;Fond;Urbaine
SPO-FR19018_7;MORDELLES BELLAIS;AIR BREIZH;Fond;périurbaine
SPO-FR19018_7;MORDELLES BELLAIS;AIR BREIZH;Fond;périurbaine
SPO-FR19019_20;Rennes Rue Saint Malo;AIR BREIZH;Trafic;Urbaine
SPO-FR19020_7018;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_5018;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_7029;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_5029;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_611;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_5610;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_618;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_5617;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_760;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_5759;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_627;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_5626;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_1629;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_7014;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_5014;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_1631;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_7419;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_5419;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_1771;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_656;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_5655;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_1657;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_1659;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_1045;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_38;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_8;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_1046;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_9;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_1668;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_7015;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_5015;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_7;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_1772;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_5;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_5;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_6001;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_6001;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_7012;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_5012;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19020_1047;Kergoff;AIR BREIZH;Fond;rural-remote
SPO-FR19021_38;Lorient CTM;AIR BREIZH;Fond;Urbaine
SPO-FR19021_38;Lorient CTM;AIR BREIZH;Fond;Urbaine
SPO-FR19021_8;Lorient CTM;AIR BREIZH;Fond;Urbaine
SPO-FR19021_8;Lorient CTM;AIR BREIZH;Fond;Urbaine
SPO-FR19021_7;Lorient CTM;AIR BREIZH;Fond;Urbaine
SPO-FR19021_1;Lorient CTM;AIR BREIZH;Fond;Urbaine
SPO-FR19031_38;Vannes Roscanvec;AIR BREIZH;Fond;Urbaine
SPO-FR19031_8;Vannes Roscanvec;AIR BREIZH;Fond;Urbaine
SPO-FR19031_7;Vannes Roscanvec;AIR BREIZH;Fond;Urbaine
SPO-FR19032_5018;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_5018;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_5029;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_5029;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_20;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_5014;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_5014;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_38;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_38;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_8;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_8;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_9;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_5015;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_5015;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_7;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_7;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_5;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_5;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
SPO-FR19032_6001;Lorient B. Bissonnet;AIR BREIZH;Fond;Urbaine
